DATE,WEEKDAY,STATION,COUNT_PICKUP,COUNT_RETURN,BALANCE,CAPACITY,IMBALANCE_FACTOR,TURNOVER
2021-11-11,yes,10th & K St NW,58.0,57.0,-1.0,23,-0.0,2.5
2021-11-12,yes,10th & K St NW,44.0,39.0,-5.0,23,-0.2,1.9
2021-11-13,no,10th & K St NW,31.0,32.0,1.0,23,0.0,1.3
2021-11-14,no,10th & K St NW,23.0,17.0,-6.0,23,-0.3,1.0
2021-11-15,yes,10th & K St NW,33.0,26.0,-7.0,23,-0.3,1.4
2021-11-16,yes,10th & K St NW,26.0,21.0,-5.0,23,-0.2,1.1
2021-11-17,yes,10th & K St NW,39.0,41.0,2.0,23,0.1,1.7
2021-11-18,yes,10th & K St NW,40.0,33.0,-7.0,23,-0.3,1.7
2021-11-19,yes,10th & K St NW,31.0,36.0,5.0,23,0.2,1.3
2021-11-20,no,10th & K St NW,21.0,22.0,1.0,23,0.0,0.9
2021-11-21,no,10th & K St NW,33.0,21.0,-12.0,23,-0.5,1.4
2021-11-22,yes,10th & K St NW,20.0,17.0,-3.0,23,-0.1,0.9
2021-11-23,yes,10th & K St NW,24.0,21.0,-3.0,23,-0.1,1.0
2021-11-24,yes,10th & K St NW,26.0,26.0,0.0,23,0.0,1.1
2021-11-25,yes,10th & K St NW,23.0,13.0,-10.0,23,-0.4,1.0
2021-11-26,yes,10th & K St NW,15.0,16.0,1.0,23,0.0,0.7
2021-11-27,no,10th & K St NW,32.0,27.0,-5.0,23,-0.2,1.4
2021-11-28,no,10th & K St NW,27.0,21.0,-6.0,23,-0.3,1.2
2021-11-29,yes,10th & K St NW,27.0,26.0,-1.0,23,-0.0,1.2
2021-11-30,yes,10th & K St NW,31.0,27.0,-4.0,23,-0.2,1.3
